id;id_pays;pays;region;id_type_statistique;type_statistique;annee;valeur;type_valeur;valeur_texte;confiance_min;confiance_max;confiance_median;qualite_donnees;fichier_source;date_creation
599;30;Canada;Americas;2;ART Coverage;2023;;estimated_living_with_hiv;Nodata                                     ;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
598;30;Canada;Americas;2;ART Coverage;2023;;reported_receiving_art;Nodata                                  ;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
2980;30;Canada;Americas;6;ART Pediatric Coverage;2023;;estimated_children_art_coverage_percent;Nodata                                    ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2979;30;Canada;Americas;6;ART Pediatric Coverage;2023;;estimated_children_needing_art;Nodata                                                        ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2978;30;Canada;Americas;6;ART Pediatric Coverage;2023;;reported_children_receiving_art;No data                                   ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2750;30;Canada;Americas;5;HIV Cases Adults 15-49;2000;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2580;30;Canada;Americas;5;HIV Cases Adults 15-49;2005;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2410;30;Canada;Americas;5;HIV Cases Adults 15-49;2010;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2240;30;Canada;Americas;5;HIV Cases Adults 15-49;2018;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2070;30;Canada;Americas;4;HIV-related Deaths;2000;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1900;30;Canada;Americas;4;HIV-related Deaths;2010;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1730;30;Canada;Americas;4;HIV-related Deaths;2018;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1560;30;Canada;Americas;3;People Living with HIV;2000;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1390;30;Canada;Americas;3;People Living with HIV;2005;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1220;30;Canada;Americas;3;People Living with HIV;2010;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1050;30;Canada;Americas;3;People Living with HIV;2018;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
89;30;Canada;Americas;1;Prevention of Mother-to-Child Transmission;2023;;needing_antiretrovirals;Nodata                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
90;30;Canada;Americas;1;Prevention of Mother-to-Child Transmission;2023;;percentage_received;Nodata              ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
88;30;Canada;Americas;1;Prevention of Mother-to-Child Transmission;2023;;received_antiretrovirals;No data                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
603;31;Central African Republic;Africa;2;ART Coverage;2023;36.0;estimated_art_coverage_percent;;30.0;45.0;36.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
602;31;Central African Republic;Africa;2;ART Coverage;2023;110000.0;estimated_living_with_hiv;;90000.0;140000.0;110000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
601;31;Central African Republic;Africa;2;ART Coverage;2023;39600.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
2983;31;Central African Republic;Africa;6;ART Pediatric Coverage;2023;23.0;estimated_children_art_coverage_percent;;18.0;29.0;23.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2982;31;Central African Republic;Africa;6;ART Pediatric Coverage;2023;11000.0;estimated_children_needing_art;;8200.0;14000.0;11000.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2981;31;Central African Republic;Africa;6;ART Pediatric Coverage;2023;2500.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2751;31;Central African Republic;Africa;5;HIV Cases Adults 15-49;2000;7.2;count;;6.1;8.6;7.2;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2581;31;Central African Republic;Africa;5;HIV Cases Adults 15-49;2005;5.9;count;;4.9;7.0;5.9;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2411;31;Central African Republic;Africa;5;HIV Cases Adults 15-49;2010;5.0;count;;4.2;5.9;5.0;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2241;31;Central African Republic;Africa;5;HIV Cases Adults 15-49;2018;3.6;count;;2.9;4.5;3.6;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2071;31;Central African Republic;Africa;4;HIV-related Deaths;2000;11000.0;count;;8400.0;14000.0;11000.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1901;31;Central African Republic;Africa;4;HIV-related Deaths;2010;7800.0;count;;6400.0;9400.0;7800.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1731;31;Central African Republic;Africa;4;HIV-related Deaths;2018;4800.0;count;;3700.0;6400.0;4800.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1561;31;Central African Republic;Africa;3;People Living with HIV;2000;160000.0;count;;130000.0;190000.0;160000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1391;31;Central African Republic;Africa;3;People Living with HIV;2005;150000.0;count;;130000.0;170000.0;150000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1221;31;Central African Republic;Africa;3;People Living with HIV;2010;140000.0;count;;110000.0;160000.0;140000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1051;31;Central African Republic;Africa;3;People Living with HIV;2018;110000.0;count;;90000.0;140000.0;110000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
92;31;Central African Republic;Africa;1;Prevention of Mother-to-Child Transmission;2023;4500.0;needing_antiretrovirals;;3300.0;5800.0;4500.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
93;31;Central African Republic;Africa;1;Prevention of Mother-to-Child Transmission;2023;71.0;percentage_received;;52.0;91.0;71.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
91;31;Central African Republic;Africa;1;Prevention of Mother-to-Child Transmission;2023;3200.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
606;32;Chad;Africa;2;ART Coverage;2023;51.0;estimated_art_coverage_percent;;40.0;63.0;51.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
605;32;Chad;Africa;2;ART Coverage;2023;120000.0;estimated_living_with_hiv;;94000.0;150000.0;120000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
604;32;Chad;Africa;2;ART Coverage;2023;61400.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
2986;32;Chad;Africa;6;ART Pediatric Coverage;2023;16.0;estimated_children_art_coverage_percent;;11.0;22.0;16.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2985;32;Chad;Africa;6;ART Pediatric Coverage;2023;16000.0;estimated_children_needing_art;;11000.0;21000.0;16000.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2984;32;Chad;Africa;6;ART Pediatric Coverage;2023;2600.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2752;32;Chad;Africa;5;HIV Cases Adults 15-49;2000;1.8;count;;1.3;2.3;1.8;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2582;32;Chad;Africa;5;HIV Cases Adults 15-49;2005;1.5;count;;1.2;2.0;1.5;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2412;32;Chad;Africa;5;HIV Cases Adults 15-49;2010;1.5;count;;1.2;1.8;1.5;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2242;32;Chad;Africa;5;HIV Cases Adults 15-49;2018;1.3;count;;1.0;1.7;1.3;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2072;32;Chad;Africa;4;HIV-related Deaths;2000;5600.0;count;;3800.0;7700.0;5600.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1902;32;Chad;Africa;4;HIV-related Deaths;2010;3500.0;count;;2600.0;4800.0;3500.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1732;32;Chad;Africa;4;HIV-related Deaths;2018;3100.0;count;;2000.0;4500.0;3100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1562;32;Chad;Africa;3;People Living with HIV;2000;80000.0;count;;60000.0;100000.0;80000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1392;32;Chad;Africa;3;People Living with HIV;2005;88000.0;count;;69000.0;110000.0;88000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1222;32;Chad;Africa;3;People Living with HIV;2010;99000.0;count;;80000.0;120000.0;99000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1052;32;Chad;Africa;3;People Living with HIV;2018;120000.0;count;;94000.0;150000.0;120000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
95;32;Chad;Africa;1;Prevention of Mother-to-Child Transmission;2023;10000.0;needing_antiretrovirals;;7200.0;13000.0;10000.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
96;32;Chad;Africa;1;Prevention of Mother-to-Child Transmission;2023;56.0;percentage_received;;40.0;72.0;56.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
94;32;Chad;Africa;1;Prevention of Mother-to-Child Transmission;2023;5600.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
609;33;Chile;Americas;2;ART Coverage;2023;63.0;estimated_art_coverage_percent;;56.0;70.0;63.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
608;33;Chile;Americas;2;ART Coverage;2023;71000.0;estimated_living_with_hiv;;63000.0;78000.0;71000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
607;33;Chile;Americas;2;ART Coverage;2023;45100.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
2989;33;Chile;Americas;6;ART Pediatric Coverage;2023;56.0;estimated_children_art_coverage_percent;;50.0;61.0;56.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2988;33;Chile;Americas;6;ART Pediatric Coverage;2023;500.0;estimated_children_needing_art;;500.0;500.0;500.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2987;33;Chile;Americas;6;ART Pediatric Coverage;2023;140.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2753;33;Chile;Americas;5;HIV Cases Adults 15-49;2000;0.2;count;;0.1;0.2;0.2;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2583;33;Chile;Americas;5;HIV Cases Adults 15-49;2005;0.2;count;;0.2;0.3;0.2;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2413;33;Chile;Americas;5;HIV Cases Adults 15-49;2010;0.4;count;;0.3;0.4;0.4;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2243;33;Chile;Americas;5;HIV Cases Adults 15-49;2018;0.5;count;;0.5;0.6;0.5;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2073;33;Chile;Americas;4;HIV-related Deaths;2000;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1903;33;Chile;Americas;4;HIV-related Deaths;2010;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1733;33;Chile;Americas;4;HIV-related Deaths;2018;590.0;count;;500.0;770.0;590.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1563;33;Chile;Americas;3;People Living with HIV;2000;14000.0;count;;13000.0;16000.0;14000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1393;33;Chile;Americas;3;People Living with HIV;2005;25000.0;count;;22000.0;27000.0;25000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1223;33;Chile;Americas;3;People Living with HIV;2010;39000.0;count;;34000.0;43000.0;39000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1053;33;Chile;Americas;3;People Living with HIV;2018;71000.0;count;;63000.0;78000.0;71000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
98;33;Chile;Americas;1;Prevention of Mother-to-Child Transmission;2023;500.0;needing_antiretrovirals;;500.0;500.0;500.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
99;33;Chile;Americas;1;Prevention of Mother-to-Child Transmission;2023;95.0;percentage_received;;95.0;95.0;95.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
97;33;Chile;Americas;1;Prevention of Mother-to-Child Transmission;2023;370.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
612;34;China;Western Pacific;2;ART Coverage;2023;;estimated_art_coverage_percent;Nodata                                                  ;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
611;34;China;Western Pacific;2;ART Coverage;2023;;estimated_living_with_hiv;Nodata                                     ;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
610;34;China;Western Pacific;2;ART Coverage;2023;718000.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
2992;34;China;Western Pacific;6;ART Pediatric Coverage;2023;;estimated_children_art_coverage_percent;Nodata                                    ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2991;34;China;Western Pacific;6;ART Pediatric Coverage;2023;;estimated_children_needing_art;Nodata                                                        ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2990;34;China;Western Pacific;6;ART Pediatric Coverage;2023;6200.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2754;34;China;Western Pacific;5;HIV Cases Adults 15-49;2000;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2584;34;China;Western Pacific;5;HIV Cases Adults 15-49;2005;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2414;34;China;Western Pacific;5;HIV Cases Adults 15-49;2010;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2244;34;China;Western Pacific;5;HIV Cases Adults 15-49;2018;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2074;34;China;Western Pacific;4;HIV-related Deaths;2000;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1904;34;China;Western Pacific;4;HIV-related Deaths;2010;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1734;34;China;Western Pacific;4;HIV-related Deaths;2018;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1564;34;China;Western Pacific;3;People Living with HIV;2000;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1394;34;China;Western Pacific;3;People Living with HIV;2005;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1224;34;China;Western Pacific;3;People Living with HIV;2010;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1054;34;China;Western Pacific;3;People Living with HIV;2018;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
101;34;China;Western Pacific;1;Prevention of Mother-to-Child Transmission;2023;;needing_antiretrovirals;Nodata                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
102;34;China;Western Pacific;1;Prevention of Mother-to-Child Transmission;2023;;percentage_received;Nodata              ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
100;34;China;Western Pacific;1;Prevention of Mother-to-Child Transmission;2023;;received_antiretrovirals;No data                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
615;35;Colombia;Americas;2;ART Coverage;2023;73.0;estimated_art_coverage_percent;;60.0;86.0;73.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
614;35;Colombia;Americas;2;ART Coverage;2023;160000.0;estimated_living_with_hiv;;130000.0;180000.0;160000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
613;35;Colombia;Americas;2;ART Coverage;2023;113000.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
2995;35;Colombia;Americas;6;ART Pediatric Coverage;2023;41.0;estimated_children_art_coverage_percent;;32.0;49.0;41.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2994;35;Colombia;Americas;6;ART Pediatric Coverage;2023;3600.0;estimated_children_needing_art;;2900.0;4300.0;3600.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2993;35;Colombia;Americas;6;ART Pediatric Coverage;2023;1500.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2755;35;Colombia;Americas;5;HIV Cases Adults 15-49;2000;0.4;count;;0.4;0.5;0.4;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2585;35;Colombia;Americas;5;HIV Cases Adults 15-49;2005;0.4;count;;0.3;0.5;0.4;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2415;35;Colombia;Americas;5;HIV Cases Adults 15-49;2010;0.4;count;;0.3;0.5;0.4;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2245;35;Colombia;Americas;5;HIV Cases Adults 15-49;2018;0.4;count;;0.3;0.5;0.4;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2075;35;Colombia;Americas;4;HIV-related Deaths;2000;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1905;35;Colombia;Americas;4;HIV-related Deaths;2010;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1735;35;Colombia;Americas;4;HIV-related Deaths;2018;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1565;35;Colombia;Americas;3;People Living with HIV;2000;110000.0;count;;91000.0;130000.0;110000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1395;35;Colombia;Americas;3;People Living with HIV;2005;120000.0;count;;98000.0;140000.0;120000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1225;35;Colombia;Americas;3;People Living with HIV;2010;130000.0;count;;100000.0;150000.0;130000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1055;35;Colombia;Americas;3;People Living with HIV;2018;160000.0;count;;130000.0;180000.0;160000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
104;35;Colombia;Americas;1;Prevention of Mother-to-Child Transmission;2023;2300.0;needing_antiretrovirals;;1900.0;2700.0;2300.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
105;35;Colombia;Americas;1;Prevention of Mother-to-Child Transmission;2023;21.0;percentage_received;;17.0;25.0;21.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
103;35;Colombia;Americas;1;Prevention of Mother-to-Child Transmission;2023;490.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
618;36;Comoros;Africa;2;ART Coverage;2023;79.0;estimated_art_coverage_percent;;39.0;95.0;79.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
617;36;Comoros;Africa;2;ART Coverage;2023;200.0;estimated_living_with_hiv;;100.0;500.0;200.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
616;36;Comoros;Africa;2;ART Coverage;2023;100.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
2998;36;Comoros;Africa;6;ART Pediatric Coverage;2023;;estimated_children_art_coverage_percent;Nodata                                    ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2997;36;Comoros;Africa;6;ART Pediatric Coverage;2023;;estimated_children_needing_art;Nodata                                                        ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2996;36;Comoros;Africa;6;ART Pediatric Coverage;2023;;reported_children_receiving_art;No data                                   ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2756;36;Comoros;Africa;5;HIV Cases Adults 15-49;2000;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2586;36;Comoros;Africa;5;HIV Cases Adults 15-49;2005;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2416;36;Comoros;Africa;5;HIV Cases Adults 15-49;2010;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2246;36;Comoros;Africa;5;HIV Cases Adults 15-49;2018;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2076;36;Comoros;Africa;4;HIV-related Deaths;2000;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1906;36;Comoros;Africa;4;HIV-related Deaths;2010;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1736;36;Comoros;Africa;4;HIV-related Deaths;2018;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1566;36;Comoros;Africa;3;People Living with HIV;2000;100.0;count;;100.0;100.0;100.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1396;36;Comoros;Africa;3;People Living with HIV;2005;100.0;count;;100.0;200.0;100.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1226;36;Comoros;Africa;3;People Living with HIV;2010;200.0;count;;100.0;500.0;200.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1056;36;Comoros;Africa;3;People Living with HIV;2018;200.0;count;;100.0;500.0;200.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
107;36;Comoros;Africa;1;Prevention of Mother-to-Child Transmission;2023;;needing_antiretrovirals;Nodata                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
108;36;Comoros;Africa;1;Prevention of Mother-to-Child Transmission;2023;;percentage_received;Nodata              ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
106;36;Comoros;Africa;1;Prevention of Mother-to-Child Transmission;2023;0.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
621;37;Congo;Americas;2;ART Coverage;2023;35.0;estimated_art_coverage_percent;;27.0;46.0;35.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
620;37;Congo;Americas;2;ART Coverage;2023;89000.0;estimated_living_with_hiv;;69000.0;120000.0;89000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
619;37;Congo;Americas;2;ART Coverage;2023;31200.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
3001;37;Congo;Americas;6;ART Pediatric Coverage;2023;25.0;estimated_children_art_coverage_percent;;19.0;33.0;25.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3000;37;Congo;Americas;6;ART Pediatric Coverage;2023;7700.0;estimated_children_needing_art;;5800.0;10000.0;7700.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2999;37;Congo;Americas;6;ART Pediatric Coverage;2023;2000.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2757;37;Congo;Americas;5;HIV Cases Adults 15-49;2000;4.2;count;;3.4;5.1;4.2;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2587;37;Congo;Americas;5;HIV Cases Adults 15-49;2005;3.5;count;;2.8;4.1;3.5;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2417;37;Congo;Americas;5;HIV Cases Adults 15-49;2010;3.1;count;;2.6;3.7;3.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2247;37;Congo;Americas;5;HIV Cases Adults 15-49;2018;2.6;count;;2.0;3.5;2.6;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2077;37;Congo;Americas;4;HIV-related Deaths;2000;6100.0;count;;4700.0;7800.0;6100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1907;37;Congo;Americas;4;HIV-related Deaths;2010;3900.0;count;;3100.0;4800.0;3900.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1737;37;Congo;Americas;4;HIV-related Deaths;2018;4000.0;count;;2800.0;5400.0;4000.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1567;37;Congo;Americas;3;People Living with HIV;2000;80000.0;count;;64000.0;96000.0;80000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1397;37;Congo;Americas;3;People Living with HIV;2005;77000.0;count;;63000.0;90000.0;77000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1227;37;Congo;Americas;3;People Living with HIV;2010;82000.0;count;;69000.0;95000.0;82000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1057;37;Congo;Americas;3;People Living with HIV;2018;89000.0;count;;69000.0;120000.0;89000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
110;37;Congo;Americas;1;Prevention of Mother-to-Child Transmission;2023;4100.0;needing_antiretrovirals;;2800.0;5800.0;4100.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
