id;id_pays;pays;region;id_type_statistique;type_statistique;annee;valeur;type_valeur;valeur_texte;confiance_min;confiance_max;confiance_median;qualite_donnees;fichier_source;date_creation
2484;104;Mongolia;Western Pacific;5;HIV Cases Adults 15-49;2010;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2314;104;Mongolia;Western Pacific;5;HIV Cases Adults 15-49;2018;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2144;104;Mongolia;Western Pacific;4;HIV-related Deaths;2000;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1974;104;Mongolia;Western Pacific;4;HIV-related Deaths;2010;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1804;104;Mongolia;Western Pacific;4;HIV-related Deaths;2018;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1634;104;Mongolia;Western Pacific;3;People Living with HIV;2000;100.0;count;;100.0;100.0;100.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1464;104;Mongolia;Western Pacific;3;People Living with HIV;2005;500.0;count;;200.0;500.0;500.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1294;104;Mongolia;Western Pacific;3;People Living with HIV;2010;500.0;count;;500.0;500.0;500.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1124;104;Mongolia;Western Pacific;3;People Living with HIV;2018;600.0;count;;530.0;670.0;600.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
311;104;Mongolia;Western Pacific;1;Prevention of Mother-to-Child Transmission;2023;;needing_antiretrovirals;Nodata                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
312;104;Mongolia;Western Pacific;1;Prevention of Mother-to-Child Transmission;2023;;percentage_received;Nodata              ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
310;104;Mongolia;Western Pacific;1;Prevention of Mother-to-Child Transmission;2023;;received_antiretrovirals;No data                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
825;105;Montenegro;Europe;2;ART Coverage;2023;40.0;estimated_art_coverage_percent;;34.0;46.0;40.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
824;105;Montenegro;Europe;2;ART Coverage;2023;500.0;estimated_living_with_hiv;;500.0;500.0;500.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
823;105;Montenegro;Europe;2;ART Coverage;2023;160.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
3205;105;Montenegro;Europe;6;ART Pediatric Coverage;2023;;estimated_children_art_coverage_percent;Nodata                                    ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3204;105;Montenegro;Europe;6;ART Pediatric Coverage;2023;;estimated_children_needing_art;Nodata                                                        ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3203;105;Montenegro;Europe;6;ART Pediatric Coverage;2023;;reported_children_receiving_art;No data                                   ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2825;105;Montenegro;Europe;5;HIV Cases Adults 15-49;2000;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2655;105;Montenegro;Europe;5;HIV Cases Adults 15-49;2005;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2485;105;Montenegro;Europe;5;HIV Cases Adults 15-49;2010;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2315;105;Montenegro;Europe;5;HIV Cases Adults 15-49;2018;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2145;105;Montenegro;Europe;4;HIV-related Deaths;2000;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1975;105;Montenegro;Europe;4;HIV-related Deaths;2010;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1805;105;Montenegro;Europe;4;HIV-related Deaths;2018;100.0;count;;100.0;100.0;100.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1635;105;Montenegro;Europe;3;People Living with HIV;2000;100.0;count;;100.0;100.0;100.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1465;105;Montenegro;Europe;3;People Living with HIV;2005;100.0;count;;100.0;100.0;100.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1295;105;Montenegro;Europe;3;People Living with HIV;2010;200.0;count;;200.0;200.0;200.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1125;105;Montenegro;Europe;3;People Living with HIV;2018;500.0;count;;500.0;500.0;500.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
314;105;Montenegro;Europe;1;Prevention of Mother-to-Child Transmission;2023;;needing_antiretrovirals;Nodata                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
315;105;Montenegro;Europe;1;Prevention of Mother-to-Child Transmission;2023;;percentage_received;Nodata              ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
313;105;Montenegro;Europe;1;Prevention of Mother-to-Child Transmission;2023;;received_antiretrovirals;No data                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
828;106;Morocco;Eastern Mediterranean;2;ART Coverage;2023;65.0;estimated_art_coverage_percent;;52.0;86.0;65.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
827;106;Morocco;Eastern Mediterranean;2;ART Coverage;2023;21000.0;estimated_living_with_hiv;;17000.0;28000.0;21000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
826;106;Morocco;Eastern Mediterranean;2;ART Coverage;2023;13600.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
3208;106;Morocco;Eastern Mediterranean;6;ART Pediatric Coverage;2023;95.0;estimated_children_art_coverage_percent;;88.0;95.0;95.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3207;106;Morocco;Eastern Mediterranean;6;ART Pediatric Coverage;2023;560.0;estimated_children_needing_art;;500.0;770.0;560.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3206;106;Morocco;Eastern Mediterranean;6;ART Pediatric Coverage;2023;670.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2826;106;Morocco;Eastern Mediterranean;5;HIV Cases Adults 15-49;2000;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2656;106;Morocco;Eastern Mediterranean;5;HIV Cases Adults 15-49;2005;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2486;106;Morocco;Eastern Mediterranean;5;HIV Cases Adults 15-49;2010;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2316;106;Morocco;Eastern Mediterranean;5;HIV Cases Adults 15-49;2018;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2146;106;Morocco;Eastern Mediterranean;4;HIV-related Deaths;2000;500.0;count;;500.0;680.0;500.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1976;106;Morocco;Eastern Mediterranean;4;HIV-related Deaths;2010;550.0;count;;500.0;840.0;550.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1806;106;Morocco;Eastern Mediterranean;4;HIV-related Deaths;2018;500.0;count;;500.0;600.0;500.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1636;106;Morocco;Eastern Mediterranean;3;People Living with HIV;2000;9700.0;count;;7800.0;13000.0;9700.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1466;106;Morocco;Eastern Mediterranean;3;People Living with HIV;2005;13000.0;count;;11000.0;18000.0;13000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1296;106;Morocco;Eastern Mediterranean;3;People Living with HIV;2010;17000.0;count;;13000.0;22000.0;17000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1126;106;Morocco;Eastern Mediterranean;3;People Living with HIV;2018;21000.0;count;;17000.0;28000.0;21000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
317;106;Morocco;Eastern Mediterranean;1;Prevention of Mother-to-Child Transmission;2023;500.0;needing_antiretrovirals;;500.0;500.0;500.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
318;106;Morocco;Eastern Mediterranean;1;Prevention of Mother-to-Child Transmission;2023;61.0;percentage_received;;50.0;78.0;61.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
316;106;Morocco;Eastern Mediterranean;1;Prevention of Mother-to-Child Transmission;2023;220.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
831;107;Mozambique;Africa;2;ART Coverage;2023;56.0;estimated_art_coverage_percent;;44.0;68.0;56.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
830;107;Mozambique;Africa;2;ART Coverage;2023;2200000.0;estimated_living_with_hiv;;1700000.0;2700000.0;2200000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
829;107;Mozambique;Africa;2;ART Coverage;2023;1213000.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
3211;107;Mozambique;Africa;6;ART Pediatric Coverage;2023;60.0;estimated_children_art_coverage_percent;;45.0;81.0;60.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3210;107;Mozambique;Africa;6;ART Pediatric Coverage;2023;140000.0;estimated_children_needing_art;;110000.0;190000.0;140000.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3209;107;Mozambique;Africa;6;ART Pediatric Coverage;2023;86900.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2827;107;Mozambique;Africa;5;HIV Cases Adults 15-49;2000;8.8;count;;7.0;11.0;8.8;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2657;107;Mozambique;Africa;5;HIV Cases Adults 15-49;2005;11.1;count;;8.9;13.8;11.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2487;107;Mozambique;Africa;5;HIV Cases Adults 15-49;2010;12.0;count;;9.5;14.9;12.0;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2317;107;Mozambique;Africa;5;HIV Cases Adults 15-49;2018;12.6;count;;10.0;15.7;12.6;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2147;107;Mozambique;Africa;4;HIV-related Deaths;2000;40000.0;count;;29000.0;54000.0;40000.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1977;107;Mozambique;Africa;4;HIV-related Deaths;2010;64000.0;count;;46000.0;87000.0;64000.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1807;107;Mozambique;Africa;4;HIV-related Deaths;2018;54000.0;count;;39000.0;73000.0;54000.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1637;107;Mozambique;Africa;3;People Living with HIV;2000;840000.0;count;;670000.0;1000000.0;840000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1467;107;Mozambique;Africa;3;People Living with HIV;2005;1200000.0;count;;980000.0;1500000.0;1200000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1297;107;Mozambique;Africa;3;People Living with HIV;2010;1600000.0;count;;1300000.0;1900000.0;1600000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1127;107;Mozambique;Africa;3;People Living with HIV;2018;2200000.0;count;;1700000.0;2700000.0;2200000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
320;107;Mozambique;Africa;1;Prevention of Mother-to-Child Transmission;2023;110000.0;needing_antiretrovirals;;78000.0;140000.0;110000.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
321;107;Mozambique;Africa;1;Prevention of Mother-to-Child Transmission;2023;95.0;percentage_received;;73.0;95.0;95.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
319;107;Mozambique;Africa;1;Prevention of Mother-to-Child Transmission;2023;109000.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
834;108;Myanmar;South-East Asia;2;ART Coverage;2023;70.0;estimated_art_coverage_percent;;63.0;79.0;70.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
833;108;Myanmar;South-East Asia;2;ART Coverage;2023;240000.0;estimated_living_with_hiv;;210000.0;270000.0;240000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
832;108;Myanmar;South-East Asia;2;ART Coverage;2023;167000.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
3214;108;Myanmar;South-East Asia;6;ART Pediatric Coverage;2023;80.0;estimated_children_art_coverage_percent;;69.0;93.0;80.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3213;108;Myanmar;South-East Asia;6;ART Pediatric Coverage;2023;9800.0;estimated_children_needing_art;;8400.0;11000.0;9800.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3212;108;Myanmar;South-East Asia;6;ART Pediatric Coverage;2023;7900.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2828;108;Myanmar;South-East Asia;5;HIV Cases Adults 15-49;2000;0.6;count;;0.5;0.7;0.6;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2658;108;Myanmar;South-East Asia;5;HIV Cases Adults 15-49;2005;0.8;count;;0.6;0.9;0.8;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2488;108;Myanmar;South-East Asia;5;HIV Cases Adults 15-49;2010;0.8;count;;0.6;0.9;0.8;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2318;108;Myanmar;South-East Asia;5;HIV Cases Adults 15-49;2018;0.8;count;;0.6;0.9;0.8;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2148;108;Myanmar;South-East Asia;4;HIV-related Deaths;2000;5800.0;count;;4600.0;6800.0;5800.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1978;108;Myanmar;South-East Asia;4;HIV-related Deaths;2010;11000.0;count;;9600.0;13000.0;11000.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1808;108;Myanmar;South-East Asia;4;HIV-related Deaths;2018;7800.0;count;;5900.0;11000.0;7800.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1638;108;Myanmar;South-East Asia;3;People Living with HIV;2000;150000.0;count;;130000.0;170000.0;150000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1468;108;Myanmar;South-East Asia;3;People Living with HIV;2005;210000.0;count;;180000.0;240000.0;210000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1298;108;Myanmar;South-East Asia;3;People Living with HIV;2010;220000.0;count;;190000.0;260000.0;220000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1128;108;Myanmar;South-East Asia;3;People Living with HIV;2018;240000.0;count;;210000.0;270000.0;240000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
323;108;Myanmar;South-East Asia;1;Prevention of Mother-to-Child Transmission;2023;5400.0;needing_antiretrovirals;;4700.0;6100.0;5400.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
324;108;Myanmar;South-East Asia;1;Prevention of Mother-to-Child Transmission;2023;80.0;percentage_received;;69.0;89.0;80.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
322;108;Myanmar;South-East Asia;1;Prevention of Mother-to-Child Transmission;2023;4300.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
837;109;Namibia;Africa;2;ART Coverage;2023;92.0;estimated_art_coverage_percent;;84.0;95.0;92.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
836;109;Namibia;Africa;2;ART Coverage;2023;200000.0;estimated_living_with_hiv;;190000.0;220000.0;200000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
835;109;Namibia;Africa;2;ART Coverage;2023;184000.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
3217;109;Namibia;Africa;6;ART Pediatric Coverage;2023;78.0;estimated_children_art_coverage_percent;;61.0;89.0;78.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3216;109;Namibia;Africa;6;ART Pediatric Coverage;2023;11000.0;estimated_children_needing_art;;8700.0;13000.0;11000.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3215;109;Namibia;Africa;6;ART Pediatric Coverage;2023;8600.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2829;109;Namibia;Africa;5;HIV Cases Adults 15-49;2000;14.0;count;;13.1;15.1;14.0;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2659;109;Namibia;Africa;5;HIV Cases Adults 15-49;2005;13.8;count;;12.6;14.7;13.8;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2489;109;Namibia;Africa;5;HIV Cases Adults 15-49;2010;13.4;count;;12.2;14.2;13.4;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2319;109;Namibia;Africa;5;HIV Cases Adults 15-49;2018;11.8;count;;10.6;12.7;11.8;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2149;109;Namibia;Africa;4;HIV-related Deaths;2000;7300.0;count;;5700.0;9100.0;7300.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1979;109;Namibia;Africa;4;HIV-related Deaths;2010;3500.0;count;;3000.0;3900.0;3500.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1809;109;Namibia;Africa;4;HIV-related Deaths;2018;2700.0;count;;2300.0;3200.0;2700.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1639;109;Namibia;Africa;3;People Living with HIV;2000;140000.0;count;;130000.0;160000.0;140000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1469;109;Namibia;Africa;3;People Living with HIV;2005;160000.0;count;;140000.0;170000.0;160000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1299;109;Namibia;Africa;3;People Living with HIV;2010;170000.0;count;;160000.0;180000.0;170000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1129;109;Namibia;Africa;3;People Living with HIV;2018;200000.0;count;;190000.0;220000.0;200000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
326;109;Namibia;Africa;1;Prevention of Mother-to-Child Transmission;2023;10000.0;needing_antiretrovirals;;8200.0;12000.0;10000.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
327;109;Namibia;Africa;1;Prevention of Mother-to-Child Transmission;2023;95.0;percentage_received;;92.0;95.0;95.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
325;109;Namibia;Africa;1;Prevention of Mother-to-Child Transmission;2023;12100.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
840;110;Nepal;South-East Asia;2;ART Coverage;2023;56.0;estimated_art_coverage_percent;;50.0;65.0;56.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
839;110;Nepal;South-East Asia;2;ART Coverage;2023;30000.0;estimated_living_with_hiv;;26000.0;34000.0;30000.0;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
838;110;Nepal;South-East Asia;2;ART Coverage;2023;16900.0;reported_receiving_art;;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
3220;110;Nepal;South-East Asia;6;ART Pediatric Coverage;2023;91.0;estimated_children_art_coverage_percent;;80.0;95.0;91.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3219;110;Nepal;South-East Asia;6;ART Pediatric Coverage;2023;1400.0;estimated_children_needing_art;;1200.0;1600.0;1400.0;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3218;110;Nepal;South-East Asia;6;ART Pediatric Coverage;2023;1300.0;reported_children_receiving_art;;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2830;110;Nepal;South-East Asia;5;HIV Cases Adults 15-49;2000;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2660;110;Nepal;South-East Asia;5;HIV Cases Adults 15-49;2005;0.2;count;;0.2;0.2;0.2;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2490;110;Nepal;South-East Asia;5;HIV Cases Adults 15-49;2010;0.2;count;;0.2;0.2;0.2;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2320;110;Nepal;South-East Asia;5;HIV Cases Adults 15-49;2018;0.1;count;;0.1;0.2;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2150;110;Nepal;South-East Asia;4;HIV-related Deaths;2000;500.0;count;;500.0;500.0;500.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1980;110;Nepal;South-East Asia;4;HIV-related Deaths;2010;1400.0;count;;1200.0;1700.0;1400.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1810;110;Nepal;South-East Asia;4;HIV-related Deaths;2018;910.0;count;;700.0;1200.0;910.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1640;110;Nepal;South-East Asia;3;People Living with HIV;2000;16000.0;count;;14000.0;17000.0;16000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1470;110;Nepal;South-East Asia;3;People Living with HIV;2005;29000.0;count;;25000.0;33000.0;29000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1300;110;Nepal;South-East Asia;3;People Living with HIV;2010;31000.0;count;;27000.0;36000.0;31000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1130;110;Nepal;South-East Asia;3;People Living with HIV;2018;30000.0;count;;26000.0;34000.0;30000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
329;110;Nepal;South-East Asia;1;Prevention of Mother-to-Child Transmission;2023;500.0;needing_antiretrovirals;;500.0;500.0;500.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
330;110;Nepal;South-East Asia;1;Prevention of Mother-to-Child Transmission;2023;51.0;percentage_received;;43.0;60.0;51.0;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
328;110;Nepal;South-East Asia;1;Prevention of Mother-to-Child Transmission;2023;150.0;received_antiretrovirals;;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
843;111;Netherlands;Europe;2;ART Coverage;2023;;estimated_art_coverage_percent;Nodata                                                  ;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
842;111;Netherlands;Europe;2;ART Coverage;2023;;estimated_living_with_hiv;Nodata                                     ;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
841;111;Netherlands;Europe;2;ART Coverage;2023;;reported_receiving_art;Nodata                                  ;;;;good;art_coverage_by_country_clean.csv;2025-06-30 12:28:07
3223;111;Netherlands;Europe;6;ART Pediatric Coverage;2023;;estimated_children_art_coverage_percent;Nodata                                    ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3222;111;Netherlands;Europe;6;ART Pediatric Coverage;2023;;estimated_children_needing_art;Nodata                                                        ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
3221;111;Netherlands;Europe;6;ART Pediatric Coverage;2023;;reported_children_receiving_art;No data                                   ;;;;good;art_pediatric_coverage_by_country_clean.csv;2025-06-30 12:28:07
2831;111;Netherlands;Europe;5;HIV Cases Adults 15-49;2000;0.1;count;;0.1;0.1;0.1;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2661;111;Netherlands;Europe;5;HIV Cases Adults 15-49;2005;0.2;count;;0.1;0.2;0.2;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2491;111;Netherlands;Europe;5;HIV Cases Adults 15-49;2010;0.2;count;;0.1;0.2;0.2;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2321;111;Netherlands;Europe;5;HIV Cases Adults 15-49;2018;;count;na              ;;;;good;no_of_cases_adults_15_to_49_by_country_clean.csv;2025-06-30 12:28:07
2151;111;Netherlands;Europe;4;HIV-related Deaths;2000;200.0;count;;200.0;200.0;200.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1981;111;Netherlands;Europe;4;HIV-related Deaths;2010;200.0;count;;200.0;500.0;200.0;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1811;111;Netherlands;Europe;4;HIV-related Deaths;2018;;count;na                    ;;;;good;no_of_deaths_by_country_clean.csv;2025-06-30 12:28:07
1641;111;Netherlands;Europe;3;People Living with HIV;2000;11000.0;count;;11000.0;12000.0;11000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1471;111;Netherlands;Europe;3;People Living with HIV;2005;16000.0;count;;15000.0;17000.0;16000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1301;111;Netherlands;Europe;3;People Living with HIV;2010;20000.0;count;;19000.0;21000.0;20000.0;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
1131;111;Netherlands;Europe;3;People Living with HIV;2018;;count;na                       ;;;;good;no_of_people_living_with_hiv_by_country_clean.csv;2025-06-30 12:28:07
332;111;Netherlands;Europe;1;Prevention of Mother-to-Child Transmission;2023;;needing_antiretrovirals;Nodata                  ;;;;good;prevention_of_mother_to_child_transmission_by_country_clean.csv;2025-06-30 12:28:07
