id_statistique,id_pays,annee,id_type_statistique,valeur,id_unite
1,1,2018,1,0.72,2
2,3,2018,1,1.6,2
3,4,2018,1,33.0,2
4,5,2018,1,14.0,2
5,6,2018,1,0.35,2
6,7,2018,1,2.8,2
7,10,2018,1,0.6,2
8,12,2018,1,1.4,2
9,13,2018,1,0.3,2
10,14,2018,1,2.7,2
11,16,2018,1,0.49,2
12,17,2018,1,7.3,2
13,18,2018,1,0.13,2
14,19,2018,1,2.2,2
15,20,2018,1,0.05,2
16,21,2018,1,37.0,2
17,22,2018,1,90.0,2
18,24,2018,1,0.35,2
19,25,2018,1,9.6,2
20,26,2018,1,8.2,2
21,27,2018,1,0.24,2
22,28,2018,1,7.3,2
23,29,2018,1,54.0,2
24,31,2018,1,11.0,2
25,32,2018,1,12.0,2
26,33,2018,1,7.1,2
27,35,2018,1,16.0,2
28,36,2018,1,0.02,2
29,37,2018,1,8.9,2
30,38,2018,1,1.5,2
31,39,2018,1,46.0,2
32,40,2018,1,0.16,2
33,41,2018,1,3.1,2
34,43,2018,1,0.44,2
35,45,2018,1,45.0,2
36,46,2018,1,0.62,2
37,47,2018,1,0.88,2
38,48,2018,1,7.0,2
39,49,2018,1,4.4,2
40,50,2018,1,2.2,2
41,51,2018,1,2.5,2
42,52,2018,1,6.2,2
43,53,2018,1,1.8,2
44,54,2018,1,0.74,2
45,55,2018,1,21.0,2
46,56,2018,1,69.0,2
47,58,2018,1,0.4,2
48,59,2018,1,18.0,2
49,60,2018,1,5.3,2
50,61,2018,1,2.6,2
51,62,2018,1,0.94,2
52,63,2018,1,8.7,2
53,64,2018,1,33.0,2
54,66,2018,1,4.7,2
55,67,2018,1,12.0,2
56,68,2018,1,4.4,2
57,69,2018,1,0.82,2
58,70,2018,1,16.0,2
59,71,2018,1,2.3,2
60,72,2018,1,0.37,2
61,73,2018,1,0.05,2
62,75,2018,1,64.0,2
63,76,2018,1,6.1,2
64,77,2018,1,0.72,2
65,78,2018,1,0.9,2
66,79,2018,1,13.0,2
67,80,2018,1,4.0,2
68,81,2018,1,3.0,2
69,82,2018,1,0.05,2
70,83,2018,1,2.6,2
71,84,2018,1,160.0,2
72,85,2018,1,0.06,2
73,86,2018,1,0.85,2
74,87,2018,1,1.2,2
75,88,2018,1,0.53,2
76,89,2018,1,0.25,2
77,90,2018,1,34.0,2
78,91,2018,1,3.9,2
79,92,2018,1,0.92,2
80,94,2018,1,0.12,2
81,95,2018,1,3.9,2
82,96,2018,1,100.0,2
83,97,2018,1,8.7,2
84,99,2018,1,15.0,2
85,101,2018,1,0.56,2
86,102,2018,1,1.3,2
87,103,2018,1,23.0,2
88,104,2018,1,0.06,2
89,105,2018,1,0.05,2
90,106,2018,1,2.1,2
91,107,2018,1,220.0,2
92,108,2018,1,24.0,2
93,109,2018,1,20.0,2
94,110,2018,1,3.0,2
95,112,2018,1,0.36,2
96,113,2018,1,0.94,2
97,114,2018,1,3.6,2
98,115,2018,1,190.0,2
99,116,2018,1,0.58,2
100,117,2018,1,0.32,2
101,118,2018,1,16.0,2
102,119,2018,1,2.6,2
103,120,2018,1,4.5,2
104,121,2018,1,2.1,2
105,122,2018,1,7.9,2
106,123,2018,1,7.7,2
107,125,2018,1,4.1,2
108,128,2018,1,1.7,2
109,129,2018,1,0.05,2
110,130,2018,1,1.8,2
111,132,2018,1,22.0,2
112,134,2018,1,4.2,2
113,135,2018,1,0.3,2
114,136,2018,1,7.0,2
115,137,2018,1,0.79,2
116,138,2018,1,0.12,2
117,140,2018,1,1.1,2
